Date,HSBA,BARC,BA,VOD,BATS,TSCO,PRU,AVIVA,GSK,BP
27/11/2017,7.356,1.875,5.435,2.246,49.675,1.928,18.885,5.025,13.205,4.962
28/11/2017,7.453,1.873,5.475,2.264,49.69,1.952,18.97,5.07,13.365,5.014
29/11/2017,7.432,1.942,5.44,2.252,48.02,1.98,19,5.09,13.075,4.945
30/11/2017,7.34,1.935,5.52,2.243,46.89,1.941,18.59,5.11,12.795,4.891
01/12/2017,7.298,1.894,5.52,2.24,47.845,1.955,18.15,5.065,12.9,4.92
04/12/2017,7.329,1.942,5.56,2.255,47.955,1.951,18.305,5.065,12.905,4.93
05/12/2017,7.316,1.917,5.51,2.252,48.5,2.01,18.09,5.015,12.79,4.918
06/12/2017,7.249,1.91,5.61,2.248,50.28,2.034,18.105,5.01,12.78,4.942
07/12/2017,7.257,1.916,5.54,2.278,49.585,2.036,18.035,4.999,12.755,4.882
08/12/2017,7.332,1.964,5.57,2.294,49.39,2.046,18.35,5.1,12.875,4.928
11/12/2017,7.517,1.986,5.57,2.305,50.02,2.055,18.39,5.105,13.03,4.987
12/12/2017,7.571,2.006,5.555,2.323,50.44,2.056,18.28,5.12,13.145,5.11
13/12/2017,7.688,2.038,5.655,2.309,50.29,2.084,18.365,5.015,13.14,5.054
14/12/2017,7.565,2.027,5.625,2.297,49.245,2.069,18.435,5.005,12.905,5.04
15/12/2017,7.515,2.023,5.63,2.3,49.67,2.073,18.475,5.025,12.95,5.052
18/12/2017,7.561,2.045,5.63,2.313,49.6,2.06,18.885,5.045,13.04,5.097
19/12/2017,7.563,2.042,5.64,2.33,49.95,2.06,18.71,5.055,13.1,5.078
20/12/2017,7.583,2.036,5.69,2.32,49.2,2.061,18.61,4.991,13.1,5.087
21/12/2017,7.658,2.046,5.685,2.354,50.13,2.075,18.8,5.005,13.2,5.195
22/12/2017,7.616,2.021,5.68,2.359,49.7,2.067,18.87,5,13.02,5.172
27/12/2017,7.636,2.026,5.69,2.342,50.05,2.091,18.845,5,13.105,5.187
28/12/2017,7.624,2.034,5.685,2.343,49.555,2.084,18.82,5.01,13.1,5.186
29/12/2017,7.669,2.031,5.73,2.35,50.18,2.092,19.055,5.065,13.225,5.227
02/01/2018,7.651,2.032,5.754,2.338,49.4,2.085,18.82,5.028,13.218,5.175
03/01/2018,7.634,2.037,5.746,2.334,49.365,2.096,18.85,5.03,13.432,5.242
04/01/2018,7.661,2.045,5.74,2.353,49.145,2.112,18.98,5.086,13.396,5.3
05/01/2018,7.635,1.992,5.72,2.368,49.7,2.097,19.205,5.066,13.61,5.296
08/01/2018,7.58,2.001,5.72,2.376,49.25,2.143,19.04,5.062,13.534,5.274
09/01/2018,7.663,2.018,5.726,2.38,49.595,2.144,19.08,5.162,13.468,5.28
10/01/2018,7.955,2.012,5.778,2.326,49.65,2.119,19.705,5.25,13.31,5.305
11/01/2018,7.96,1.961,5.858,2.284,50.5,2.023,19.715,5.272,13.306,5.33
12/01/2018,7.917,1.945,5.896,2.293,49.68,2.049,19.735,5.336,13.53,5.348
